% Column 0: Length, cm
% Column 1: |B|, Tesla
0.00000000e+000	6.69886953e-004	
5.00000000e-002	6.70048603e-004	
1.00000000e-001	6.70214236e-004	
1.50000000e-001	6.70385844e-004	
2.00000000e-001	6.70557453e-004	
2.50000000e-001	6.70725333e-004	
3.00000000e-001	6.70884511e-004	
3.50000000e-001	6.71043689e-004	
4.00000000e-001	6.71199734e-004	
4.50000000e-001	6.71343246e-004	
5.00000000e-001	6.71486758e-004	
5.50000000e-001	6.71630759e-004	
6.00000000e-001	6.71779152e-004	
6.50000000e-001	6.71927546e-004	
7.00000000e-001	6.72075939e-004	
7.50000000e-001	6.72246042e-004	
8.00000000e-001	6.72416145e-004	
8.50000000e-001	6.72586247e-004	
9.00000000e-001	6.72723414e-004	
9.50000000e-001	6.72856921e-004	
1.00000000e+000	6.72990428e-004	
1.05000000e+000	6.73141546e-004	
1.10000000e+000	6.73297067e-004	
1.15000000e+000	6.73452587e-004	
1.20000000e+000	6.73591006e-004	
1.25000000e+000	6.73722098e-004	
1.30000000e+000	6.73853189e-004	
1.35000000e+000	6.73987471e-004	
1.40000000e+000	6.74123880e-004	
1.45000000e+000	6.74260288e-004	
1.50000000e+000	6.74390298e-004	
1.55000000e+000	6.74513910e-004	
1.60000000e+000	6.74637522e-004	
1.65000000e+000	6.74767390e-004	
1.70000000e+000	6.74906640e-004	
1.75000000e+000	6.75045890e-004	
1.80000000e+000	6.75184395e-004	
1.85000000e+000	6.75321163e-004	
1.90000000e+000	6.75457932e-004	
1.95000000e+000	6.75593928e-004	
2.00000000e+000	6.75726841e-004	
2.05000000e+000	6.75859754e-004	
2.10000000e+000	6.75991608e-004	
2.15000000e+000	6.76113931e-004	
2.20000000e+000	6.76236254e-004	
2.25000000e+000	6.76358577e-004	
2.30000000e+000	6.76479927e-004	
2.35000000e+000	6.76601277e-004	
2.40000000e+000	6.76722627e-004	
2.45000000e+000	6.76831573e-004	
2.50000000e+000	6.76939141e-004	
2.55000000e+000	6.77046710e-004	
2.60000000e+000	6.77166562e-004	
2.65000000e+000	6.77289485e-004	
2.70000000e+000	6.77412407e-004	
2.75000000e+000	6.77532044e-004	
2.80000000e+000	6.77650272e-004	
2.85000000e+000	6.77768501e-004	
2.90000000e+000	6.77887020e-004	
2.95000000e+000	6.78005732e-004	
3.00000000e+000	6.78124445e-004	
3.05000000e+000	6.78237153e-004	
3.10000000e+000	6.78343856e-004	
3.15000000e+000	6.78450560e-004	
3.20000000e+000	6.78554292e-004	
3.25000000e+000	6.78653567e-004	
3.30000000e+000	6.78752841e-004	
3.35000000e+000	6.78851395e-004	
3.40000000e+000	6.78948270e-004	
3.45000000e+000	6.79045144e-004	
3.50000000e+000	6.79142105e-004	
3.55000000e+000	6.79239414e-004	
3.60000000e+000	6.79336723e-004	
3.65000000e+000	6.79433940e-004	
3.70000000e+000	6.79530332e-004	
3.75000000e+000	6.79626723e-004	
3.80000000e+000	6.79723115e-004	
3.85000000e+000	6.79815333e-004	
3.90000000e+000	6.79907552e-004	
3.95000000e+000	6.79999771e-004	
4.00000000e+000	6.80087862e-004	
4.05000000e+000	6.80175494e-004	
4.10000000e+000	6.80263127e-004	
4.15000000e+000	6.80355716e-004	
4.20000000e+000	6.80449546e-004	
4.25000000e+000	6.80543375e-004	
4.30000000e+000	6.80632117e-004	
4.35000000e+000	6.80718679e-004	
4.40000000e+000	6.80805240e-004	
4.45000000e+000	6.80891398e-004	
4.50000000e+000	6.80977285e-004	
4.55000000e+000	6.81063173e-004	
4.60000000e+000	6.81152122e-004	
4.65000000e+000	6.81244131e-004	
4.70000000e+000	6.81336140e-004	
4.75000000e+000	6.81419091e-004	
4.80000000e+000	6.81488456e-004	
4.85000000e+000	6.81557820e-004	
4.90000000e+000	6.81630409e-004	
4.95000000e+000	6.81710522e-004	
5.00000000e+000	6.81790635e-004	
5.05000000e+000	6.81871450e-004	
5.10000000e+000	6.81955076e-004	
5.15000000e+000	6.82038701e-004	
5.20000000e+000	6.82122098e-004	
5.25000000e+000	6.82203443e-004	
5.30000000e+000	6.82284787e-004	
5.35000000e+000	6.82366132e-004	
5.40000000e+000	6.82432640e-004	
5.45000000e+000	6.82499149e-004	
5.50000000e+000	6.82565658e-004	
5.55000000e+000	6.82633483e-004	
5.60000000e+000	6.82701454e-004	
5.65000000e+000	6.82769424e-004	
5.70000000e+000	6.82833709e-004	
5.75000000e+000	6.82897072e-004	
5.80000000e+000	6.82960435e-004	
5.85000000e+000	6.83026213e-004	
5.90000000e+000	6.83091147e-004	
5.95000000e+000	6.83145435e-004	
6.00000000e+000	6.83211599e-004	
6.05000000e+000	6.83285680e-004	
6.10000000e+000	6.83359761e-004	
6.15000000e+000	6.83427864e-004	
6.20000000e+000	6.83489989e-004	
6.25000000e+000	6.83552115e-004	
6.30000000e+000	6.83612134e-004	
6.35000000e+000	6.83668994e-004	
6.40000000e+000	6.83725853e-004	
6.45000000e+000	6.83782816e-004	
6.50000000e+000	6.83840021e-004	
6.55000000e+000	6.83897226e-004	
6.60000000e+000	6.83955034e-004	
6.65000000e+000	6.84015253e-004	
6.70000000e+000	6.84075472e-004	
6.75000000e+000	6.84135437e-004	
6.80000000e+000	6.84193120e-004	
6.85000000e+000	6.84250804e-004	
6.90000000e+000	6.84308487e-004	
6.95000000e+000	6.84358218e-004	
7.00000000e+000	6.84407949e-004	
7.05000000e+000	6.84457679e-004	
7.10000000e+000	6.84503069e-004	
7.15000000e+000	6.84547976e-004	
7.20000000e+000	6.84592883e-004	
7.25000000e+000	6.84645047e-004	
7.30000000e+000	6.84699025e-004	
7.35000000e+000	6.84753003e-004	
7.40000000e+000	6.84800640e-004	
7.45000000e+000	6.84845559e-004	
7.50000000e+000	6.84890479e-004	
7.55000000e+000	6.84940067e-004	
7.60000000e+000	6.84992768e-004	
7.65000000e+000	6.85045468e-004	
7.70000000e+000	6.85094794e-004	
7.75000000e+000	6.85140745e-004	
7.80000000e+000	6.85186696e-004	
7.85000000e+000	6.85229483e-004	
7.90000000e+000	6.85267523e-004	
7.95000000e+000	6.85305563e-004	
8.00000000e+000	6.85343635e-004	
8.05000000e+000	6.85381781e-004	
8.10000000e+000	6.85419927e-004	
8.15000000e+000	6.85458504e-004	
8.20000000e+000	6.85498804e-004	
8.25000000e+000	6.85539104e-004	
8.30000000e+000	6.85579734e-004	
8.35000000e+000	6.85623334e-004	
8.40000000e+000	6.85666934e-004	
8.45000000e+000	6.85710534e-004	
8.50000000e+000	6.85742789e-004	
8.55000000e+000	6.85775045e-004	
8.60000000e+000	6.85807300e-004	
8.65000000e+000	6.85847526e-004	
8.70000000e+000	6.85888637e-004	
8.75000000e+000	6.85929748e-004	
8.80000000e+000	6.85962320e-004	
8.85000000e+000	6.85992758e-004	
8.90000000e+000	6.86023195e-004	
